polymer_name,delta_d_polymer,delta_p_polymer,delta_h_polymer,r0_polymer,solvent_name,delta_d_solvent,delta_p_solvent,delta_h_solvent,molar_volume_cm3_mol,red_value,compatible
Polyethylene (PE),16.9,3.3,4.1,8.1,Dipropylene Glycol Monomethyl Ether,16.3,4.9,8.0,195.7,0.5411,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Dithiabutane,17.3,7.8,6.5,88.6,0.6373,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ditridecyl Phthalate,16.6,5.4,1.9,558.3,0.3827,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Divinyl Sulfid,16.5,4.6,5.6,93.6,0.2642,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Dodecane,16.0,0.0,0.0,228.6,0.6867,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Dodecanol,16.0,4.0,9.3,224.5,0.6848,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Eicosane,16.5,0.0,0.0,359.8,0.6572,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Epsilon-Caprolactam,19.4,13.8,3.9,110.7,1.436,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethane Dithiol,17.9,7.2,8.7,83.9,0.7844,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethanesulfonylchloride,17.7,14.9,6.8,94.7,1.4836,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethanethiol (Ethyl Mercaptan),15.7,6.5,7.1,74.3,0.6173,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethanol,15.8,8.8,19.4,58.5,2.0255,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethoxyethyl Propionate,16.2,3.3,8.8,155.5,0.6054,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Acetate,15.8,5.3,7.2,98.5,0.5303,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Acetylene,15.1,3.4,5.0,81.5,0.4583,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Acrylate,15.5,7.1,5.5,108.8,0.6078,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Amine,15.0,5.6,10.7,65.6,0.9822,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Amyl Ketone,16.2,4.5,4.1,156.0,0.2276,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Benzene,17.8,0.6,1.4,123.1,0.5212,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Benzoate,17.9,6.2,6.0,144.3,0.4941,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Bromide,16.5,8.4,2.3,74.6,0.675,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Butyl K etone,16.2,5.0,4.1,139.0,0.2719,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Butyrate,15.5,5.6,5.0,132.9,0.4609,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Caproate,15.5,3.2,5.9,149.6,0.4111,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Carbamate,16.8,10.1,13.0,91.2,1.383,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Carbylamine,15.6,15.2,5.8,74.4,1.5184,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Chloride,15.7,6.1,2.9,70.0,0.4788,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Chloroformate,15.5,10.0,6.7,95.6,0.9522,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Cyanoacetate,16.7,7.9,8.3,107.1,0.7706,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Ethynylether,15.4,7.9,5.9,87.6,0.7135,0
Polyethylene (PE),16.9,3.3,4.1,8.1,N-Ethyl Formamide,17.2,10.0,14.0,76.5,1.4777,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Formate,15.5,8.4,8.4,80.2,0.8932,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Hexyl Acetate,15.8,2.9,5.1,196.0,0.3024,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Hexyl Acrylate,14.8,4.7,3.4,208.2,0.5534,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Hypochlorite,15.7,8.6,6.5,79.5,0.777,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Iodide,17.3,7.9,7.2,81.2,0.6919,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Isocyanate,15.4,12.0,2.5,78.7,1.1532,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Isothiocyanate,17.2,14.7,9.0,87.1,1.5337,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Methyl Sulfid,17.1,4.8,2.5,91.2,0.2752,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Propionate,15.5,6.1,4.9,115.5,0.4987,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Thiocyanate,15.4,13.4,5.4,87.1,1.3106,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Vinylether,14.9,4.9,5.6,94.9,0.5632,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyl Vinylketone,15.8,11.3,4.5,99.3,1.0255,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethylene,15.0,2.0,3.8,63.0,0.4972,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethylene Glycol,17.0,11.0,26.0,55.8,2.8661,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethylene Glycol Butyl Ether Acetate,15.3,4.5,8.8,171.2,0.7174,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethylene Glycol Diacetate,16.2,4.7,9.8,132.8,0.7449,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethylene Glycol Monoeth yl Ether,15.9,5.1,9.3,147.7,0.7228,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethylene Glycol Monometh yl Ether,15.9,5.5,11.6,121.6,0.996,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethylene Methyl Sulfonate,16.9,9.3,9.6,97.9,1.0049,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethylene Oxide,15.6,10.0,11.0,49.9,1.23,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethylene Sulfid,19.3,9.0,6.5,59.5,0.9665,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethylenediamine,16.6,8.8,17.0,67.3,1.7329,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethyleneimine,18.6,9.8,7.7,51.8,1.0088,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethylhexylamine,15.7,4.2,6.1,163.3,0.4014,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethylidene Acetone,16.2,12.1,4.5,99.0,1.1012,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Ethynyl Methyl Ether,15.8,8.1,6.5,70.1,0.716,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Fluorobenzene,18.7,6.1,2.0,94.7,0.6199,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Fluoroethylene,15.2,7.0,1.0,57.5,0.7289,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Fluoromethane,13.4,10.6,9.5,40.7,1.4155,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Formaldehyde,12.8,14.4,15.4,36.8,2.202,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Formamide,17.2,26.2,19.0,39.8,3.3737,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Formic Acid,14.3,11.9,16.6,37.8,1.9801,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Formyl Fluoride,15.0,10.1,8.6,56.5,1.1106,1
Polyethylene (PE),16.9,3.3,4.1,8.1,N-Formyl Hexamethylene Imine,18.5,10.4,7.6,127.0,1.0541,1
Polyethylene (PE),16.9,3.3,4.1,8.1,N-Formyl Piperidine,18.7,10.6,7.8,111.5,1.1038,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Furan,17.8,1.8,5.3,72.5,0.325,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Furfural,18.6,14.9,5.1,83.2,1.4974,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Furfuryl Alcohol,17.4,7.6,15.1,86.5,1.4633,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Furonitrile,18.4,15.0,8.2,87.5,1.5747,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Glycerol,17.4,12.1,29.3,73.3,3.2977,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Glycerol Diacetate (Isomer Mix),16.4,8.9,14.2,149.4,1.4311,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Glycidaldehyde,17.5,13.4,9.8,63.2,1.4394,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Glycidol,18.2,9.0,17.9,66.5,1.8711,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Glyoxal (Ethandial),15.0,17.0,13.3,50.9,2.0907,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Heptane,15.3,0.0,0.0,147.4,0.7604,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Heptanol,16.0,5.3,11.7,141.4,0.9953,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Heptene,15.0,1.1,2.6,141.9,0.5728,1
Polyethylene (PE),16.9,3.3,4.1,8.1,n-Heptyl Acetate,15.8,2.9,5.5,181.1,0.3257,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Hexadecane,16.3,0.0,0.0,294.1,0.6664,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Hexanal,15.8,8.5,5.4,120.2,0.7153,1
Polyethylene (PE),16.9,3.3,4.1,8.1,n-Hexane,14.9,0.0,0.0,131.6,0.8161,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Hexanoic Acid,15.0,4.1,9.4,125.9,0.8112,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Hexanol,15.9,5.8,12.5,124.9,1.1098,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Hexene,14.7,1.1,0.0,126.1,0.7906,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Hexyl Acetate,15.8,2.9,5.9,165.0,0.3544,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Hexylene Glycol,15.7,8.4,17.8,123.0,1.8289,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Hexylene Glycol Diacetate,15.3,4.5,7.2,204.3,0.5696,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Hydrazine,14.2,8.3,8.9,32.1,1.0847,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Hydrogen Cyanide,12.3,17.6,9.0,39.3,2.1847,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Hydroxy Tetrahydrofuran,18.9,9.4,16.3,80.0,1.7549,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Hydroxyethyl Acrylate,16.0,13.2,13.4,114.9,1.6916,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Iodobenzene,19.5,6.0,6.1,114.4,0.7643,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Iodoform,20.2,3.6,10.6,98.2,1.1442,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Isoamyl Acetate,15.3,3.1,7.0,148.8,0.5337,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Isoamyl Propionate,15.7,5.2,5.6,165.7,0.4208,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Isobutyl Acetate,15.1,3.7,6.3,133.5,0.5232,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Isobutyl Acrylate,15.5,6.2,5.0,145.0,0.5099,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Isobutyl Formate,15.5,6.5,6.7,117.4,0.6153,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Isobutyl Isobutyrate,15.1,2.9,5.9,163.0,0.4994,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Isobutylene,14.5,2.0,1.5,89.4,0.6928,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Isobutyric Acid,16.5,5.4,11.1,93.4,0.9076,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Isocyanic Acid,15.8,10.5,13.6,37.7,1.4965,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Isopropyl Acetate,14.9,4.5,8.2,117.1,0.7225,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Isopropyl Amine (2-Propan Amine),14.8,4.4,6.6,86.8,0.6185,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Isopropyl Benzene (Cumene),18.1,1.2,1.2,139.1,0.5322,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Isopropyl Palmitate,14.3,3.9,3.7,330.0,0.6481,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Isoxazole,18.8,13.4,11.2,64.1,1.5947,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Ketene,15.4,7.3,5.8,53.0,0.652,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Maleic Anhydride,20.2,18.1,12.6,66.3,2.2591,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Malononitrile,17.7,18.4,6.7,55.5,1.9019,0
Polyethylene (PE),16.9,3.3,4.1,8.1,L-Menthyl Acetate,16.8,4.7,4.9,215.8,0.2006,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Mesitylene,18.0,0.0,0.6,139.8,0.653,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methanol,15.1,12.3,22.3,40.7,2.5457,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methoxy Butyl Acetate,15.3,4.1,8.1,153.9,0.6401,1
Polyethylene (PE),16.9,3.3,4.1,8.1,N-Methyl Acetamide,16.9,18.7,13.9,76.9,2.2536,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Acetate,15.5,7.2,7.6,79.7,0.7335,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Acetylene,15.1,3.8,9.2,59.6,0.7732,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Acrylate,15.3,6.7,9.4,90.3,0.872,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Allyl Alcohol,16.0,6.0,15.5,84.4,1.4633,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Amine,13.0,7.3,17.3,44.4,1.9562,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Amyl Acetate,15.2,3.1,6.8,167.4,0.5366,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Benzoate,18.9,8.2,4.7,124.9,0.7844,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Bromide,17.0,8.8,2.6,56.8,0.7042,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Butyl K etone,15.3,6.1,4.1,123.6,0.5249,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Chloride,15.3,6.1,3.9,55.4,0.5255,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Chloroformate,16.3,9.5,8.5,77.3,0.9502,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Cyanoacetate,16.8,14.8,9.1,88.3,1.5483,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Cyclohexane,16.0,0.0,1.0,128.3,0.6015,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Ethyl Ether,14.7,4.9,6.2,84.1,0.6335,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Ethyl Ketone,16.0,9.0,5.1,90.1,0.7482,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Ethyl Ketoxime,14.7,4.9,7.8,94.8,0.7367,1
Polyethylene (PE),16.9,3.3,4.1,8.1,N-Methyl Formamide,17.4,18.8,15.9,59.1,2.4082,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Formate,15.3,8.4,10.2,62.2,1.0581,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Furoate,17.4,6.9,9.7,107.0,0.8311,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Hydrazine,16.2,8.7,14.8,52.7,1.4897,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Iodide,17.5,7.7,5.3,62.3,0.5822,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Isocyanate,15.6,7.3,2.5,61.8,0.6212,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Isothiocyanate,17.3,16.2,10.1,68.4,1.7592,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Mercaptan,16.6,7.7,8.6,54.1,0.7805,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl n-Amyl K etone,16.2,5.7,4.1,139.8,0.343,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl n-Propyl Ketone,16.0,7.6,4.7,106.7,0.5802,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Nitrate,15.8,14.0,4.8,63.8,1.3514,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Phenyl Sulfid,19.6,4.8,4.7,117.4,0.6959,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Phenyl Sulfone,20.0,16.9,7.8,124.6,1.901,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Phosphonic Difluorid,14.0,14.0,8.4,73.9,1.5936,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Propionate,15.5,6.5,7.7,96.8,0.6878,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Silane,15.5,3.3,0.0,71.0,0.6129,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Thiocyanate,17.3,15.0,6.0,68.5,1.4667,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Vinyl Ether,14.9,5.3,6.3,75.2,0.6153,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Vinyl Ketone,15.6,12.5,5.0,81.2,1.1855,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Vinyl Sulfid,16.4,4.9,6.0,82.1,0.3306,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl Vinyl Sulfone,16.8,19.6,4.8,87.6,2.0144,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl-3-Methoxy Butyl Acetate,15.3,3.8,7.7,168.6,0.5978,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methyl-4-Toluenesulfonate,19.6,15.3,3.8,152.6,1.625,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methylal (Dimethoxymethane),15.0,1.8,8.6,169.4,0.7503,1
Polyethylene (PE),16.9,3.3,4.1,8.1,N-Methylaniline,19.5,6.0,11.5,108.4,1.1653,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Methylene Dichloride,18.2,6.3,6.1,63.9,0.5488,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methylene Diiodide,17.8,3.9,5.5,80.5,0.2911,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Methylenedioxybenzene,19.0,6.7,5.9,114.8,0.7032,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Morpholine,18.8,4.9,9.2,87.1,0.8097,1
Polyethylene (PE),16.9,3.3,4.1,8.1,"N,N,N,N-Tetramethylthiourea",17.3,6.0,10.5,132.2,0.8632,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Naphthalene,19.2,2.0,5.9,111.5,0.6306,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Naphthol,19.7,6.3,12.3,131.7,1.2806,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Nitrobenzene,20.0,8.6,4.1,102.7,1.007,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Nitroethane,16.0,15.5,4.5,71.5,1.5233,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Nitroethylene,16.3,16.6,5.0,59.9,1.6524,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Nitromethane,15.8,18.8,5.1,54.3,1.9367,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Nitrosobenzene,20.0,12.7,4.0,89.3,1.3902,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Nonane,15.7,0.0,0.0,179.7,0.7141,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Nonanediol,15.7,7.0,15.1,170.5,1.4631,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Nonanol,16.0,4.8,10.6,174.4,0.853,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Nonene,15.4,1.0,2.2,170.5,0.5223,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Octadecane,16.4,0.0,0.0,326.9,0.6614,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Octane,15.5,0.0,0.0,163.5,0.736,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Octanoic Acid,15.1,3.3,8.2,159.0,0.6736,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Octanol,16.0,5.0,11.9,157.7,1.0103,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Octene,15.3,1.0,2.4,158.0,0.5299,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Octyl Acetate,15.8,2.9,5.1,196.0,0.3024,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Oxalic Acid,17.0,14.3,22.0,47.4,2.5939,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Oxalylchloride,16.1,3.8,7.5,85.8,0.468,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Oxetane (Trimethylene Oxide),18.0,9.1,5.4,65.0,0.7825,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Paracetamol,17.8,10.5,13.9,151.2,1.5177,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Pentamethylene Sulfid,18.5,6.3,8.9,103.6,0.8028,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Pentanal (Valeraldehyde),15.7,9.4,5.8,106.4,0.836,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Pentane,14.5,0.0,0.0,116.2,0.8794,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Pentanedione,17.1,9.0,4.1,103.1,0.7054,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Pentanoic Acid,15.0,4.1,10.3,109.2,0.9032,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Pentanol,15.9,5.9,13.9,108.6,1.2759,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Pentenal,15.5,8.1,6.8,98.7,0.7627,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Pentene,13.9,1.4,3.8,110.4,0.7779,1
Polyethylene (PE),16.9,3.3,4.1,8.1,n-Pentyl Propionate,15.8,5.2,5.7,165.3,0.4096,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Phenanthrenequinone,20.3,17.1,4.8,148.2,1.9013,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Phenetole (Ethyl Phenyl Ether),18.4,4.5,4.0,127.3,0.3991,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Phenol,18.0,5.9,14.9,87.5,1.3981,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Phenyl Acetate,19.8,5.2,6.4,126.9,0.8052,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Phenyl Acetonitrile,19.5,12.3,3.8,114.9,1.2838,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Phenyl Acetylene,18.8,2.8,4.0,109.1,0.4733,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Phenylhydrazine,20.4,6.5,14.0,98.5,1.5481,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Phosgene,16.4,5.3,5.3,71.7,0.3133,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Phosphoric Acid,14.7,18.6,26.8,52.8,3.423,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Phosphorous Oxychloride (Phosphoryl,18.1,9.3,0.0,93.2,0.9448,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Phosphorus Trichloride,18.4,3.6,0.0,87.3,0.6283,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Phthalic Anhydride,20.6,20.1,10.1,96.8,2.3843,0
Polyethylene (PE),16.9,3.3,4.1,8.1,"Picric Acid (2,4,6-Trinitrophenol)",19.2,7.0,6.0,130.0,0.7656,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Piperazine,18.1,5.6,8.0,97.9,0.6326,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Piperidine,17.6,4.5,8.9,98.9,0.6348,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Propadiene (Allene),15.3,3.0,6.8,60.1,0.5182,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Propane,13.4,0.0,0.0,89.5,1.0812,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Propanediol (Trimethyleneglycol),16.8,13.5,23.2,72.5,2.6733,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Propanethiol,16.3,6.8,6.5,94.1,0.5445,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Propanol,16.0,6.8,17.4,75.2,1.7124,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Propargyl Acetate,16.3,5.2,8.3,98.8,0.5881,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Propargylaldehyde,16.2,11.9,8.7,60.0,1.2164,0
Polyethylene (PE),16.9,3.3,4.1,8.1,beta-Propiolactone,19.7,18.2,10.3,65.5,2.1089,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Propionaldehyde,15.3,11.1,6.9,73.4,1.0968,0
Polyethylene (PE),16.9,3.3,4.1,8.1,"Propionaldehyde-2,3-Epoxy",17.5,13.4,9.8,63.2,1.4394,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Propionamide,16.7,9.8,11.5,78.9,1.217,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Propionic Acid,14.7,5.3,12.4,75.0,1.1858,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Propionic Anhydride,16.2,10.0,8.7,129.4,1.0181,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Propionitrile,15.3,14.3,5.5,70.9,1.4248,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Propionylchloride,16.1,10.3,5.3,86.9,0.8988,1
Polyethylene (PE),16.9,3.3,4.1,8.1,n-Propyl Acetate,15.3,4.3,7.6,115.3,0.5984,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Propyl Amine,16.9,4.9,8.6,83.0,0.5896,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Propyl Formate,15.5,7.1,8.6,97.9,0.8051,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Propylene,15.1,1.6,1.5,68.8,0.587,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Propylene Glycol,16.8,9.4,23.3,73.6,2.4872,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Propylene Glycol Monoeth yl Ether,15.6,4.3,9.0,155.1,0.6959,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Propylene Glycol Monometh yl Ether,15.6,5.6,9.8,137.1,0.8239,1
Polyethylene (PE),16.9,3.3,4.1,8.1,Propyn-1-ol,16.1,8.8,19.1,57.7,1.9823,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Propynonitrile,15.5,17.0,6.3,62.5,1.7476,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Pyridazine,20.2,17.4,11.7,72.6,2.1388,0
Polyethylene (PE),16.9,3.3,4.1,8.1,Pyridine,19.0,8.8,5.9,80.9,0.8828,1
