polymer_name,delta_d_polymer,delta_p_polymer,delta_h_polymer,r0_polymer,solvent_name,delta_d_solvent,delta_p_solvent,delta_h_solvent,molar_volume_cm3_mol,red_value,compatible
Lignin,21.9,14.1,16.9,13.7,Diallyl Amine,15.6,4.5,6.7,124.1,1.3752,0
Lignin,21.9,14.1,16.9,13.7,Diazomethane,14.7,6.1,11.3,78.1,1.27,0
Lignin,21.9,14.1,16.9,13.7,Dibasic Esters (dupont) Mix of,16.2,4.7,8.4,159.0,1.2442,0
Lignin,21.9,14.1,16.9,13.7,Dibenzyl Sebacate,17.8,2.2,5.5,362.1,1.3436,0
Lignin,21.9,14.1,16.9,13.7,Dibromo Methane,17.8,6.4,7.0,69.8,1.0938,0
Lignin,21.9,14.1,16.9,13.7,Dibutyl Amine,15.0,3.0,4.3,170.0,1.5865,0
Lignin,21.9,14.1,16.9,13.7,"N,N-Dibutyl Formamide",15.5,8.9,6.2,182.0,1.2755,0
Lignin,21.9,14.1,16.9,13.7,Dibutyl Ketone,16.0,7.7,4.4,173.4,1.3389,0
Lignin,21.9,14.1,16.9,13.7,Dibutyl Phthalate,17.8,8.6,4.1,266.0,1.18,0
Lignin,21.9,14.1,16.9,13.7,Dibutyl Sebacate,16.7,4.5,4.1,339.0,1.3929,0
Lignin,21.9,14.1,16.9,13.7,Dichloroacetaldehyde,16.7,9.1,7.5,94.0,1.0864,0
Lignin,21.9,14.1,16.9,13.7,Dichloroacetic Acid,18.2,8.1,12.2,82.5,0.7754,1
Lignin,21.9,14.1,16.9,13.7,Dichloroacetonitrile,17.4,9.4,6.4,80.3,1.0661,1
Lignin,21.9,14.1,16.9,13.7,Dichlorodifluoromethane (Freon 12,12.3,2.0,0.0,92.3,2.0654,0
Lignin,21.9,14.1,16.9,13.7,"N,N-Dichloromethyl Amine",16.8,7.6,8.0,90.8,1.0961,1
Lignin,21.9,14.1,16.9,13.7,"N,N-Dichloroethyl Amine",16.8,7.6,7.7,98.3,1.1092,0
Lignin,21.9,14.1,16.9,13.7,Dichloromethyl Methyl Ether,17.1,12.9,6.5,90.5,1.0368,0
Lignin,21.9,14.1,16.9,13.7,Dichloromonofluoromethane (Freon 21,15.8,3.1,5.7,75.4,1.4512,0
Lignin,21.9,14.1,16.9,13.7,"N,N-Diethyl Acetamide",16.4,11.3,7.5,124.5,1.0757,0
Lignin,21.9,14.1,16.9,13.7,Diethyl Amine,14.9,2.3,6.1,103.2,1.5516,0
Lignin,21.9,14.1,16.9,13.7,Diethyl Carbonate,15.1,6.3,3.5,121.0,1.5054,0
Lignin,21.9,14.1,16.9,13.7,Diethyl Ether,14.5,2.9,5.1,104.8,1.6054,0
Lignin,21.9,14.1,16.9,13.7,"N,N-Diethyl Formamide",16.4,11.4,9.2,111.4,0.9997,1
Lignin,21.9,14.1,16.9,13.7,Diethyl Ketone,15.8,7.6,4.7,106.4,1.3458,0
Lignin,21.9,14.1,16.9,13.7,Diethyl Malonate,16.1,7.7,8.3,152.5,1.1529,0
Lignin,21.9,14.1,16.9,13.7,Diethyl Oxalate,16.2,8.0,8.8,136.6,1.1137,1
Lignin,21.9,14.1,16.9,13.7,Diethyl Phthalate,17.6,9.6,4.5,198.0,1.1494,1
Lignin,21.9,14.1,16.9,13.7,Diethyl Sulfate,15.7,14.7,7.1,131.5,1.1545,0
Lignin,21.9,14.1,16.9,13.7,Diethyl Sulfid,16.8,3.1,2.0,107.4,1.5433,0
Lignin,21.9,14.1,16.9,13.7,Diethyldisulfid,16.7,6.7,5.7,123.1,1.2395,0
Lignin,21.9,14.1,16.9,13.7,Diethylene Glycol Monoeth yl Ether,16.2,5.1,9.2,175.5,1.1999,0
Lignin,21.9,14.1,16.9,13.7,Dihexyl Phthalate,17.0,7.6,3.6,332.3,1.2959,0
Lignin,21.9,14.1,16.9,13.7,"Dihydroxybenzene (1,4-",21.0,10.2,27.2,82.7,0.8146,0
Lignin,21.9,14.1,16.9,13.7,Dihydroxybenzene (Catechol),20.0,11.3,21.8,81.9,0.4966,1
Lignin,21.9,14.1,16.9,13.7,Diisobutyl Adipate,16.7,2.5,6.2,269.6,1.3796,0
Lignin,21.9,14.1,16.9,13.7,Diisopropylamine,14.8,1.7,3.5,141.1,1.6883,0
Lignin,21.9,14.1,16.9,13.7,"N,N-Dimethyl Acetamide",16.8,11.5,10.2,92.5,0.9108,1
Lignin,21.9,14.1,16.9,13.7,Dimethyl Acetylene,15.1,3.4,7.6,78.9,1.434,0
Lignin,21.9,14.1,16.9,13.7,Dimethyl Amine,15.3,4.8,11.2,66.2,1.2499,0
Lignin,21.9,14.1,16.9,13.7,"N,N-Dimethyl Butyramide",16.4,10.6,7.4,127.8,1.0912,0
Lignin,21.9,14.1,16.9,13.7,Dimethyl Carbonate,15.5,3.9,9.7,84.2,1.3052,0
Lignin,21.9,14.1,16.9,13.7,Dimethyl Diketone,15.7,5.3,11.7,88.2,1.173,0
Lignin,21.9,14.1,16.9,13.7,Dimethyl Disulfid,17.3,7.8,6.5,88.6,1.113,1
Lignin,21.9,14.1,16.9,13.7,Dimethyl Ether,15.2,6.1,5.7,63.2,1.4021,0
Lignin,21.9,14.1,16.9,13.7,Dimethyl Formamide,17.4,13.7,11.3,77.0,0.7743,1
Lignin,21.9,14.1,16.9,13.7,Dimethyl Hydrazine,15.3,5.9,11.0,76.0,1.2133,0
Lignin,21.9,14.1,16.9,13.7,Dimethyl Methyl Phosphonate,16.7,13.1,7.5,106.9,1.0259,0
Lignin,21.9,14.1,16.9,13.7,Dimethyl Phthalate,18.6,10.8,4.9,163.0,1.0283,0
Lignin,21.9,14.1,16.9,13.7,Dimethyl Sebacate,16.6,2.9,6.7,233.3,1.3496,0
Lignin,21.9,14.1,16.9,13.7,Dimethyl Sulfate,17.7,17.0,9.7,94.7,0.8348,1
Lignin,21.9,14.1,16.9,13.7,Dimethyl Sulfid,16.1,6.4,7.4,73.2,1.2303,0
Lignin,21.9,14.1,16.9,13.7,Dimethyl Sulfone,19.0,19.4,12.3,75.0,0.6646,1
Lignin,21.9,14.1,16.9,13.7,Dimethyl Sulfoxide,18.4,16.4,10.2,71.3,0.7269,1
Lignin,21.9,14.1,16.9,13.7,Dioctyl Adipate,16.7,2.0,5.1,400.0,1.4485,0
Lignin,21.9,14.1,16.9,13.7,Dioctyl Phthalate,16.6,7.0,3.1,377.0,1.3718,0
Lignin,21.9,14.1,16.9,13.7,Diphenyl Ether,19.5,3.4,5.8,160.4,1.1786,0
Lignin,21.9,14.1,16.9,13.7,Diphenylamine,20.0,3.3,5.9,145.9,1.1589,0
Lignin,21.9,14.1,16.9,13.7,Diphenylmethane,19.5,1.0,1.0,168.2,1.544,0
Lignin,21.9,14.1,16.9,13.7,Dipropyl Amine,15.3,1.4,4.1,136.9,1.6311,0
Lignin,21.9,14.1,16.9,13.7,Dipropyl Ketone,15.8,5.7,4.9,140.8,1.3915,0
Lignin,21.9,14.1,16.9,13.7,Dipropylene Glycol Monomethyl Ether,16.3,4.9,8.0,195.7,1.2415,0
Lignin,21.9,14.1,16.9,13.7,Dithiabutane,17.3,7.8,6.5,88.6,1.113,0
Lignin,21.9,14.1,16.9,13.7,Ditridecyl Phthalate,16.6,5.4,1.9,558.3,1.4835,0
Lignin,21.9,14.1,16.9,13.7,Divinyl Sulfid,16.5,4.6,5.6,93.6,1.3351,0
Lignin,21.9,14.1,16.9,13.7,Dodecane,16.0,0.0,0.0,228.6,1.8229,0
Lignin,21.9,14.1,16.9,13.7,Dodecanol,16.0,4.0,9.3,224.5,1.2622,0
Lignin,21.9,14.1,16.9,13.7,Eicosane,16.5,0.0,0.0,359.8,1.7895,0
Lignin,21.9,14.1,16.9,13.7,Epsilon-Caprolactam,19.4,13.8,3.9,110.7,1.0169,0
Lignin,21.9,14.1,16.9,13.7,Ethane Dithiol,17.9,7.2,8.7,83.9,0.9762,0
Lignin,21.9,14.1,16.9,13.7,Ethanesulfonylchloride,17.7,14.9,6.8,94.7,0.9607,1
Lignin,21.9,14.1,16.9,13.7,Ethanethiol (Ethyl Mercaptan),15.7,6.5,7.1,74.3,1.2801,0
Lignin,21.9,14.1,16.9,13.7,Ethanol,15.8,8.8,19.4,58.5,0.9879,1
Lignin,21.9,14.1,16.9,13.7,Ethoxyethyl Propionate,16.2,3.3,8.8,155.5,1.2897,1
Lignin,21.9,14.1,16.9,13.7,Ethyl Acetate,15.8,5.3,7.2,98.5,1.3065,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Acetylene,15.1,3.4,5.0,81.5,1.533,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Acrylate,15.5,7.1,5.5,108.8,1.3514,1
Lignin,21.9,14.1,16.9,13.7,Ethyl Amine,15.0,5.6,10.7,65.6,1.2666,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Amyl Ketone,16.2,4.5,4.1,156.0,1.434,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Benzene,17.8,0.6,1.4,123.1,1.6153,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Benzoate,17.9,6.2,6.0,144.3,1.143,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Bromide,16.5,8.4,2.3,74.6,1.3893,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Butyl K etone,16.2,5.0,4.1,139.0,1.4165,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Butyrate,15.5,5.6,5.0,132.9,1.4186,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Caproate,15.5,3.2,5.9,149.6,1.4665,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Carbamate,16.8,10.1,13.0,91.2,0.8489,1
Lignin,21.9,14.1,16.9,13.7,Ethyl Carbylamine,15.6,15.2,5.8,74.4,1.2283,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Chloride,15.7,6.1,2.9,70.0,1.4848,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Chloroformate,15.5,10.0,6.7,95.6,1.2316,1
Lignin,21.9,14.1,16.9,13.7,Ethyl Cyanoacetate,16.7,7.9,8.3,107.1,1.084,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Ethynylether,15.4,7.9,5.9,87.6,1.3228,0
Lignin,21.9,14.1,16.9,13.7,N-Ethyl Formamide,17.2,10.0,14.0,76.5,0.7779,1
Lignin,21.9,14.1,16.9,13.7,Ethyl Formate,15.5,8.4,8.4,80.2,1.1962,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Hexyl Acetate,15.8,2.9,5.1,196.0,1.4843,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Hexyl Acrylate,14.8,4.7,3.4,208.2,1.5862,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Hypochlorite,15.7,8.6,6.5,79.5,1.2477,1
Lignin,21.9,14.1,16.9,13.7,Ethyl Iodide,17.3,7.9,7.2,81.2,1.0757,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Isocyanate,15.4,12.0,2.5,78.7,1.4243,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Isothiocyanate,17.2,14.7,9.0,87.1,0.8973,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Methyl Sulfid,17.1,4.8,2.5,91.2,1.4341,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Propionate,15.5,6.1,4.9,115.5,1.4075,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Thiocyanate,15.4,13.4,5.4,87.1,1.2679,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Vinylether,14.9,4.9,5.6,94.9,1.475,0
Lignin,21.9,14.1,16.9,13.7,Ethyl Vinylketone,15.8,11.3,4.5,99.3,1.2861,0
Lignin,21.9,14.1,16.9,13.7,Ethylene,15.0,2.0,3.8,63.0,1.6459,0
Lignin,21.9,14.1,16.9,13.7,Ethylene Glycol,17.0,11.0,26.0,55.8,1.002,0
Lignin,21.9,14.1,16.9,13.7,Ethylene Glycol Butyl Ether Acetate,15.3,4.5,8.8,171.2,1.33,0
Lignin,21.9,14.1,16.9,13.7,Ethylene Glycol Diacetate,16.2,4.7,9.8,132.8,1.1966,1
Lignin,21.9,14.1,16.9,13.7,Ethylene Glycol Monoeth yl Ether,15.9,5.1,9.3,147.7,1.2274,1
Lignin,21.9,14.1,16.9,13.7,Ethylene Glycol Monometh yl Ether,15.9,5.5,11.6,121.6,1.145,1
Lignin,21.9,14.1,16.9,13.7,Ethylene Methyl Sulfonate,16.9,9.3,9.6,97.9,0.9693,1
Lignin,21.9,14.1,16.9,13.7,Ethylene Oxide,15.6,10.0,11.0,49.9,1.0587,0
Lignin,21.9,14.1,16.9,13.7,Ethylene Sulfid,19.3,9.0,6.5,59.5,0.9268,1
Lignin,21.9,14.1,16.9,13.7,Ethylenediamine,16.6,8.8,17.0,67.3,0.8651,1
Lignin,21.9,14.1,16.9,13.7,Ethyleneimine,18.6,9.8,7.7,51.8,0.8841,1
Lignin,21.9,14.1,16.9,13.7,Ethylhexylamine,15.7,4.2,6.1,163.3,1.401,0
Lignin,21.9,14.1,16.9,13.7,Ethylidene Acetone,16.2,12.1,4.5,99.0,1.2381,1
Lignin,21.9,14.1,16.9,13.7,Ethynyl Methyl Ether,15.8,8.1,6.5,70.1,1.2494,0
Lignin,21.9,14.1,16.9,13.7,Fluorobenzene,18.7,6.1,2.0,94.7,1.3199,0
Lignin,21.9,14.1,16.9,13.7,Fluoroethylene,15.2,7.0,1.0,57.5,1.6038,0
Lignin,21.9,14.1,16.9,13.7,Fluoromethane,13.4,10.6,9.5,40.7,1.3772,0
Lignin,21.9,14.1,16.9,13.7,Formaldehyde,12.8,14.4,15.4,36.8,1.3332,0
Lignin,21.9,14.1,16.9,13.7,Formamide,17.2,26.2,19.0,39.8,1.1289,0
Lignin,21.9,14.1,16.9,13.7,Formic Acid,14.3,11.9,16.6,37.8,1.1213,0
Lignin,21.9,14.1,16.9,13.7,Formyl Fluoride,15.0,10.1,8.6,56.5,1.2112,0
Lignin,21.9,14.1,16.9,13.7,N-Formyl Hexamethylene Imine,18.5,10.4,7.6,127.0,0.8832,1
Lignin,21.9,14.1,16.9,13.7,N-Formyl Piperidine,18.7,10.6,7.8,111.5,0.8513,1
Lignin,21.9,14.1,16.9,13.7,Furan,17.8,1.8,5.3,72.5,1.3716,0
Lignin,21.9,14.1,16.9,13.7,Furfural,18.6,14.9,5.1,83.2,0.9886,1
Lignin,21.9,14.1,16.9,13.7,Furfuryl Alcohol,17.4,7.6,15.1,86.5,0.8209,1
Lignin,21.9,14.1,16.9,13.7,Furonitrile,18.4,15.0,8.2,87.5,0.8177,1
Lignin,21.9,14.1,16.9,13.7,Glycerol,17.4,12.1,29.3,73.3,1.1279,0
Lignin,21.9,14.1,16.9,13.7,Glycerol Diacetate (Isomer Mix),16.4,8.9,14.2,149.4,0.9097,1
Lignin,21.9,14.1,16.9,13.7,Glycidaldehyde,17.5,13.4,9.8,63.2,0.8269,1
Lignin,21.9,14.1,16.9,13.7,Glycidol,18.2,9.0,17.9,66.5,0.66,1
Lignin,21.9,14.1,16.9,13.7,Glyoxal (Ethandial),15.0,17.0,13.3,50.9,1.0623,0
Lignin,21.9,14.1,16.9,13.7,Heptane,15.3,0.0,0.0,147.4,1.8733,0
Lignin,21.9,14.1,16.9,13.7,Heptanol,16.0,5.3,11.7,141.4,1.1395,0
Lignin,21.9,14.1,16.9,13.7,Heptene,15.0,1.1,2.6,141.9,1.7334,0
Lignin,21.9,14.1,16.9,13.7,n-Heptyl Acetate,15.8,2.9,5.5,181.1,1.4676,0
Lignin,21.9,14.1,16.9,13.7,Hexadecane,16.3,0.0,0.0,294.1,1.8026,1
Lignin,21.9,14.1,16.9,13.7,Hexanal,15.8,8.5,5.4,120.2,1.2902,0
Lignin,21.9,14.1,16.9,13.7,n-Hexane,14.9,0.0,0.0,131.6,1.904,0
Lignin,21.9,14.1,16.9,13.7,Hexanoic Acid,15.0,4.1,9.4,125.9,1.3591,0
Lignin,21.9,14.1,16.9,13.7,Hexanol,15.9,5.8,12.5,124.9,1.1124,0
Lignin,21.9,14.1,16.9,13.7,Hexene,14.7,1.1,0.0,126.1,1.878,0
Lignin,21.9,14.1,16.9,13.7,Hexyl Acetate,15.8,2.9,5.9,165.0,1.4512,0
Lignin,21.9,14.1,16.9,13.7,Hexylene Glycol,15.7,8.4,17.8,123.0,0.9983,1
Lignin,21.9,14.1,16.9,13.7,Hexylene Glycol Diacetate,15.3,4.5,7.2,204.3,1.3859,0
Lignin,21.9,14.1,16.9,13.7,Hydrazine,14.2,8.3,8.9,32.1,1.3356,0
Lignin,21.9,14.1,16.9,13.7,Hydrogen Cyanide,12.3,17.6,9.0,39.3,1.5368,0
Lignin,21.9,14.1,16.9,13.7,Hydroxy Tetrahydrofuran,18.9,9.4,16.3,80.0,0.558,0
Lignin,21.9,14.1,16.9,13.7,Hydroxyethyl Acrylate,16.0,13.2,13.4,114.9,0.9008,1
Lignin,21.9,14.1,16.9,13.7,Iodobenzene,19.5,6.0,6.1,114.4,1.0458,0
Lignin,21.9,14.1,16.9,13.7,Iodoform,20.2,3.6,10.6,98.2,0.9276,1
Lignin,21.9,14.1,16.9,13.7,Isoamyl Acetate,15.3,3.1,7.0,148.8,1.4475,1
Lignin,21.9,14.1,16.9,13.7,Isoamyl Propionate,15.7,5.2,5.6,165.7,1.3862,0
Lignin,21.9,14.1,16.9,13.7,Isobutyl Acetate,15.1,3.7,6.3,133.5,1.4698,0
Lignin,21.9,14.1,16.9,13.7,Isobutyl Acrylate,15.5,6.2,5.0,145.0,1.4,0
Lignin,21.9,14.1,16.9,13.7,Isobutyl Formate,15.5,6.5,6.7,117.4,1.3172,0
Lignin,21.9,14.1,16.9,13.7,Isobutyl Isobutyrate,15.1,2.9,5.9,163.0,1.5161,0
Lignin,21.9,14.1,16.9,13.7,Isobutylene,14.5,2.0,1.5,89.4,1.7918,0
Lignin,21.9,14.1,16.9,13.7,Isobutyric Acid,16.5,5.4,11.1,93.4,1.0972,0
Lignin,21.9,14.1,16.9,13.7,Isocyanic Acid,15.8,10.5,13.6,37.7,0.9592,1
Lignin,21.9,14.1,16.9,13.7,Isopropyl Acetate,14.9,4.5,8.2,117.1,1.3923,0
Lignin,21.9,14.1,16.9,13.7,Isopropyl Amine (2-Propan Amine),14.8,4.4,6.6,86.8,1.4632,0
Lignin,21.9,14.1,16.9,13.7,Isopropyl Benzene (Cumene),18.1,1.2,1.2,139.1,1.5836,0
Lignin,21.9,14.1,16.9,13.7,Isopropyl Palmitate,14.3,3.9,3.7,330.0,1.6473,0
Lignin,21.9,14.1,16.9,13.7,Isoxazole,18.8,13.4,11.2,64.1,0.6169,1
Lignin,21.9,14.1,16.9,13.7,Ketene,15.4,7.3,5.8,53.0,1.3428,0
Lignin,21.9,14.1,16.9,13.7,Maleic Anhydride,20.2,18.1,12.6,66.3,0.4953,0
Lignin,21.9,14.1,16.9,13.7,Malononitrile,17.7,18.4,6.7,55.5,1.0143,0
Lignin,21.9,14.1,16.9,13.7,L-Menthyl Acetate,16.8,4.7,4.9,215.8,1.3388,0
Lignin,21.9,14.1,16.9,13.7,Mesitylene,18.0,0.0,0.6,139.8,1.673,0
Lignin,21.9,14.1,16.9,13.7,Methanol,15.1,12.3,22.3,40.7,1.0761,0
Lignin,21.9,14.1,16.9,13.7,Methoxy Butyl Acetate,15.3,4.1,8.1,153.9,1.3688,0
Lignin,21.9,14.1,16.9,13.7,N-Methyl Acetamide,16.9,18.7,13.9,76.9,0.8328,1
Lignin,21.9,14.1,16.9,13.7,Methyl Acetate,15.5,7.2,7.6,79.7,1.2599,0
Lignin,21.9,14.1,16.9,13.7,Methyl Acetylene,15.1,3.8,9.2,59.6,1.3662,0
Lignin,21.9,14.1,16.9,13.7,Methyl Acrylate,15.3,6.7,9.4,90.3,1.2328,1
Lignin,21.9,14.1,16.9,13.7,Methyl Allyl Alcohol,16.0,6.0,15.5,84.4,1.0497,1
Lignin,21.9,14.1,16.9,13.7,Methyl Amine,13.0,7.3,17.3,44.4,1.3912,0
Lignin,21.9,14.1,16.9,13.7,Methyl Amyl Acetate,15.2,3.1,6.8,167.4,1.4645,0
Lignin,21.9,14.1,16.9,13.7,Methyl Benzoate,18.9,8.2,4.7,124.9,1.0818,0
Lignin,21.9,14.1,16.9,13.7,Methyl Bromide,17.0,8.8,2.6,56.8,1.3232,0
Lignin,21.9,14.1,16.9,13.7,Methyl Butyl K etone,15.3,6.1,4.1,123.6,1.4636,0
Lignin,21.9,14.1,16.9,13.7,Methyl Chloride,15.3,6.1,3.9,55.4,1.473,0
Lignin,21.9,14.1,16.9,13.7,Methyl Chloroformate,16.3,9.5,8.5,77.3,1.0756,0
Lignin,21.9,14.1,16.9,13.7,Methyl Cyanoacetate,16.8,14.8,9.1,88.3,0.9387,0
Lignin,21.9,14.1,16.9,13.7,Methyl Cyclohexane,16.0,0.0,1.0,128.3,1.7743,0
Lignin,21.9,14.1,16.9,13.7,Methyl Ethyl Ether,14.7,4.9,6.2,84.1,1.4716,0
Lignin,21.9,14.1,16.9,13.7,Methyl Ethyl Ketone,16.0,9.0,5.1,90.1,1.2737,0
Lignin,21.9,14.1,16.9,13.7,Methyl Ethyl Ketoxime,14.7,4.9,7.8,94.8,1.4131,0
Lignin,21.9,14.1,16.9,13.7,N-Methyl Formamide,17.4,18.8,15.9,59.1,0.7447,1
Lignin,21.9,14.1,16.9,13.7,Methyl Formate,15.3,8.4,10.2,62.2,1.1578,0
Lignin,21.9,14.1,16.9,13.7,Methyl Furoate,17.4,6.9,9.7,107.0,0.9919,1
Lignin,21.9,14.1,16.9,13.7,Methyl Hydrazine,16.2,8.7,14.8,52.7,0.9334,1
Lignin,21.9,14.1,16.9,13.7,Methyl Iodide,17.5,7.7,5.3,62.3,1.1609,0
Lignin,21.9,14.1,16.9,13.7,Methyl Isocyanate,15.6,7.3,2.5,61.8,1.4822,0
Lignin,21.9,14.1,16.9,13.7,Methyl Isothiocyanate,17.3,16.2,10.1,68.4,0.849,1
Lignin,21.9,14.1,16.9,13.7,Methyl Mercaptan,16.6,7.7,8.6,54.1,1.0881,0
Lignin,21.9,14.1,16.9,13.7,Methyl n-Amyl K etone,16.2,5.7,4.1,139.8,1.3933,0
Lignin,21.9,14.1,16.9,13.7,Methyl n-Propyl Ketone,16.0,7.6,4.7,106.7,1.3266,0
Lignin,21.9,14.1,16.9,13.7,Methyl Nitrate,15.8,14.0,4.8,63.8,1.2542,0
Lignin,21.9,14.1,16.9,13.7,Methyl Phenyl Sulfid,19.6,4.8,4.7,117.4,1.169,0
Lignin,21.9,14.1,16.9,13.7,Methyl Phenyl Sulfone,20.0,16.9,7.8,124.6,0.7483,0
Lignin,21.9,14.1,16.9,13.7,Methyl Phosphonic Difluorid,14.0,14.0,8.4,73.9,1.3096,0
Lignin,21.9,14.1,16.9,13.7,Methyl Propionate,15.5,6.5,7.7,96.8,1.2774,0
Lignin,21.9,14.1,16.9,13.7,Methyl Silane,15.5,3.3,0.0,71.0,1.7367,0
Lignin,21.9,14.1,16.9,13.7,Methyl Thiocyanate,17.3,15.0,6.0,68.5,1.0432,0
Lignin,21.9,14.1,16.9,13.7,Methyl Vinyl Ether,14.9,5.3,6.3,75.2,1.4337,0
Lignin,21.9,14.1,16.9,13.7,Methyl Vinyl Ketone,15.6,12.5,5.0,81.2,1.2704,0
Lignin,21.9,14.1,16.9,13.7,Methyl Vinyl Sulfid,16.4,4.9,6.0,82.1,1.3148,0
Lignin,21.9,14.1,16.9,13.7,Methyl Vinyl Sulfone,16.8,19.6,4.8,87.6,1.2229,1
Lignin,21.9,14.1,16.9,13.7,Methyl-3-Methoxy Butyl Acetate,15.3,3.8,7.7,168.6,1.3945,0
Lignin,21.9,14.1,16.9,13.7,Methyl-4-Toluenesulfonate,19.6,15.3,3.8,152.6,1.0172,0
Lignin,21.9,14.1,16.9,13.7,Methylal (Dimethoxymethane),15.0,1.8,8.6,169.4,1.4791,0
Lignin,21.9,14.1,16.9,13.7,N-Methylaniline,19.5,6.0,11.5,108.4,0.7923,1
Lignin,21.9,14.1,16.9,13.7,Methylene Dichloride,18.2,6.3,6.1,63.9,1.1124,1
Lignin,21.9,14.1,16.9,13.7,Methylene Diiodide,17.8,3.9,5.5,80.5,1.2669,1
Lignin,21.9,14.1,16.9,13.7,Methylenedioxybenzene,19.0,6.7,5.9,114.8,1.0563,1
Lignin,21.9,14.1,16.9,13.7,Morpholine,18.8,4.9,9.2,87.1,0.9857,1
Lignin,21.9,14.1,16.9,13.7,"N,N,N,N-Tetramethylthiourea",17.3,6.0,10.5,132.2,1.0093,0
Lignin,21.9,14.1,16.9,13.7,Naphthalene,19.2,2.0,5.9,111.5,1.257,0
Lignin,21.9,14.1,16.9,13.7,Naphthol,19.7,6.3,12.3,131.7,0.7349,1
Lignin,21.9,14.1,16.9,13.7,Nitrobenzene,20.0,8.6,4.1,102.7,1.0541,1
Lignin,21.9,14.1,16.9,13.7,Nitroethane,16.0,15.5,4.5,71.5,1.2536,0
Lignin,21.9,14.1,16.9,13.7,Nitroethylene,16.3,16.6,5.0,59.9,1.2067,0
Lignin,21.9,14.1,16.9,13.7,Nitromethane,15.8,18.8,5.1,54.3,1.2855,0
Lignin,21.9,14.1,16.9,13.7,Nitrosobenzene,20.0,12.7,4.0,89.3,0.9869,1
Lignin,21.9,14.1,16.9,13.7,Nonane,15.7,0.0,0.0,179.7,1.844,0
Lignin,21.9,14.1,16.9,13.7,Nonanediol,15.7,7.0,15.1,170.5,1.0512,0
Lignin,21.9,14.1,16.9,13.7,Nonanol,16.0,4.8,10.6,174.4,1.1892,1
Lignin,21.9,14.1,16.9,13.7,Nonene,15.4,1.0,2.2,170.5,1.7222,0
Lignin,21.9,14.1,16.9,13.7,Octadecane,16.4,0.0,0.0,326.9,1.796,0
Lignin,21.9,14.1,16.9,13.7,Octane,15.5,0.0,0.0,163.5,1.8585,0
Lignin,21.9,14.1,16.9,13.7,Octanoic Acid,15.1,3.3,8.2,159.0,1.4178,0
Lignin,21.9,14.1,16.9,13.7,Octanol,16.0,5.0,11.9,157.7,1.1473,1
Lignin,21.9,14.1,16.9,13.7,Octene,15.3,1.0,2.4,158.0,1.7213,0
Lignin,21.9,14.1,16.9,13.7,Octyl Acetate,15.8,2.9,5.1,196.0,1.4843,0
Lignin,21.9,14.1,16.9,13.7,Oxalic Acid,17.0,14.3,22.0,47.4,0.8065,0
Lignin,21.9,14.1,16.9,13.7,Oxalylchloride,16.1,3.8,7.5,85.8,1.324,0
Lignin,21.9,14.1,16.9,13.7,Oxetane (Trimethylene Oxide),18.0,9.1,5.4,65.0,1.0779,0
Lignin,21.9,14.1,16.9,13.7,Paracetamol,17.8,10.5,13.9,151.2,0.6894,1
Lignin,21.9,14.1,16.9,13.7,Pentamethylene Sulfid,18.5,6.3,8.9,103.6,0.9547,1
Lignin,21.9,14.1,16.9,13.7,Pentanal (Valeraldehyde),15.7,9.4,5.8,106.4,1.2623,0
Lignin,21.9,14.1,16.9,13.7,Pentane,14.5,0.0,0.0,116.2,1.936,0
Lignin,21.9,14.1,16.9,13.7,Pentanedione,17.1,9.0,4.1,103.1,1.2258,0
Lignin,21.9,14.1,16.9,13.7,Pentanoic Acid,15.0,4.1,10.3,109.2,1.334,0
Lignin,21.9,14.1,16.9,13.7,Pentanol,15.9,5.9,13.9,108.6,1.0832,0
Lignin,21.9,14.1,16.9,13.7,Pentenal,15.5,8.1,6.8,98.7,1.2682,0
Lignin,21.9,14.1,16.9,13.7,Pentene,13.9,1.4,3.8,110.4,1.7713,0
Lignin,21.9,14.1,16.9,13.7,n-Pentyl Propionate,15.8,5.2,5.7,165.3,1.3724,0
Lignin,21.9,14.1,16.9,13.7,Phenanthrenequinone,20.3,17.1,4.8,148.2,0.9395,1
